,time,Cnorm_grn,Cnorm_red,NF_ratio,rep,im_nr,drop_id
23,60,0.2739589174720909,0.160409556313993,0,2,2,12
24,63,0.3007087158965537,3.3201970443349755,0,2,2,12
25,66,0.24899317629478934,0.6491428571428571,0,2,2,12
26,69,0.2865196208934561,0.9204406364749085,0,2,2,12
27,72,0.3125610694992819,0.1881977671451355,0,2,2,12
28,75,0.29020947586082896,-0.0748740100791937,0,2,2,12
29,78,0.3029949314521233,3.880341880341879,0,2,2,12
30,81,0.30221666573937406,0.5577523413111342,0,2,2,12
31,84,0.23789440720855407,1.4808959156785244,0,2,2,12
32,87,0.2767848640768092,1.9726708074534152,0,2,2,12
33,90,0.2678786784914391,2.0249480249480243,0,2,2,12
34,93,0.2905361353750742,2.3013698630137003,0,2,2,12
35,96,0.2943793095593714,1.7792642140468233,0,2,2,12
36,99,0.26408098056088364,0.740019474196689,0,2,2,12
37,102,0.28806003591720986,1.107142857142857,0,2,2,12
38,105,0.2897331018450402,1.160578911095796,0,2,2,12
39,108,0.33092749604206434,1.2976878612716762,0,2,2,12
0,-9,1.1507916134538991,0.725925925925926,0,2,3,5
1,-6,1.1248313101350007,0.7205367561260211,0,2,3,5
2,-3,1.107995416914343,0.8181246066708622,0,2,3,5
3,0,0.0,0.0,0,2,3,5
4,3,0.17203957642566362,0.5713572854291419,0,2,3,5
5,6,0.24907578208869466,1.6099387338325393,0,2,3,5
6,9,0.24918062653840098,3.2915173237753885,0,2,3,5
7,12,0.23500048842434304,3.008241758241758,0,2,3,5
8,15,0.2873323289710127,0.9149722735674676,0,2,3,5
9,18,0.2570045593760105,1.9648951730862991,0,2,3,5
10,21,0.28166962949571644,1.7695167286245352,0,2,3,5
11,24,0.2909711923365724,2.292490118577075,0,2,3,5
12,27,0.27924777678910584,-0.24606299212598423,0,2,3,5
13,30,0.2916062982059914,0.867324069923801,0,2,3,5
14,33,0.2932795581079303,3.3251953124999996,0,2,3,5
15,36,0.2591050193418979,1.0097719869706838,0,2,3,5
16,39,0.3110700761812569,5.6995230524642295,0,2,3,5
17,42,0.2950023939918418,1.3634538152610445,0,2,3,5
18,45,0.3015514640505899,1.8911685994647638,0,2,3,5
19,48,0.31634482865952035,0.19780219780219804,0,2,3,5
20,51,0.27563109936235064,1.329206117989803,0,2,3,5
21,54,0.32786722429285486,0.04953219592735289,0,2,3,5
22,57,0.2813144976200553,0.3877551020408164,0,2,3,5
23,60,0.3173242346507734,0.8806702084184715,0,2,3,5
24,63,0.3046419087272966,1.3786591123701613,0,2,3,5
25,66,0.2965845993090628,1.4492753623188406,0,2,3,5
26,69,0.2873297621058979,2.9135719108710325,0,2,3,5
27,72,0.30895938857839567,1.8602261048304207,0,2,3,5
28,75,0.2690834516590289,1.6095890410958902,0,2,3,5
29,78,0.2950580098358282,1.2843336724313323,0,2,3,5
30,81,0.3307915597731045,0.16013071895424852,0,2,3,5
31,84,0.31902381929102885,0.8481575603557814,0,2,3,5
32,87,0.31312850317094537,0.44051627384960723,0,2,3,5
33,90,0.33461685429587606,0.6607773851590107,0,2,3,5
34,93,0.3533051294499402,1.2088974854932306,0,2,3,5
35,96,0.35818758626372493,3.1800766283524915,0,2,3,5
36,99,0.3044568801673704,1.111957349581112,0,2,3,5
37,102,0.33848303434632687,1.8721804511278193,0,2,3,5
38,105,0.32655386257868285,1.4618035611717402,0,2,3,5
39,108,0.3343100983313143,-0.6119951040391676,0,2,3,5
0,-9,1.1014518630043562,0.5897435897435901,0,2,3,11
1,-6,1.1027000423937356,0.7013574660633468,0,2,3,11
2,-3,1.0871465717568398,1.589595375722543,0,2,3,11
3,0,0.0,-0.0,0,2,3,11
4,3,0.12329654344975499,1.7391304347826186,0,2,3,11
5,6,0.24040940594810198,-1.8025751072961356,0,2,3,11
6,9,0.21449497170333912,-1.1156648451730418,0,2,3,11
7,12,0.21804017638412546,1.8580375782881002,0,2,3,11
8,15,0.2928412717583546,-3.3406113537117808,0,2,3,11
9,18,0.2631351105422111,5.775862068965501,0,2,3,11
10,21,0.26237743411401776,-1.0932203389830515,0,2,3,11
11,24,0.2520705674660967,-1.8059701492537308,0,2,3,11
12,27,0.2534043215620657,0.012165450121653812,0,2,3,11
13,30,0.2735270865087392,-5.4054054054054035,0,2,3,11
14,33,0.24171771723359659,0.07135016465422597,0,2,3,11
15,36,0.24221317365269465,1.7609618104667608,0,2,3,11
16,39,0.3333659782666357,1.075803981623277,0,2,3,11
17,42,0.27300271603137094,-0.20720720720720706,0,2,3,11
18,45,0.27952700694831667,-0.6879606879606881,0,2,3,11
19,48,0.28948678066146105,1.3684210526315779,0,2,3,11
20,51,0.2875748180175739,-2.6779359430604988,0,2,3,11
21,54,0.29350243400654863,1.7372881355932184,0,2,3,11
22,57,0.2814081910101224,-1.7096774193548399,0,2,3,11
23,60,0.2793485462473614,0.03906250000000052,0,2,3,11
24,63,0.2516179034274061,1.603881278538812,0,2,3,11
25,66,0.31222700326275543,0.7142857142857139,0,2,3,11
26,69,0.28177388335099335,-3.1718061674008813,0,2,3,11
27,72,0.32386554759736474,1.7515592515592522,0,2,3,11
28,75,0.34912366496812947,-1.9170124481327795,0,2,3,11
29,78,0.27934451026502866,6.129032258064466,0,2,3,11
30,81,0.2829316929431768,0.8888888888888898,0,2,3,11
31,84,0.3213178865195218,-2.3130193905817182,0,2,3,11
32,87,0.3465191603603196,-6.568627450980386,0,2,3,11
33,90,0.34472150418210595,-0.3076923076923078,0,2,3,11
34,93,0.3177316061498753,0.6659267480577132,0,2,3,11
35,96,0.31013992518033195,1.3468013468013462,0,2,3,11
36,99,0.38877290344584375,0.9485530546623794,0,2,3,11
37,102,0.3486386005555883,3.3333333333333255,0,2,3,11
38,105,0.3188156377210979,0.23195876288659967,0,2,3,11
39,108,0.30507649031147044,-4.709302325581396,0,2,3,11
0,-9,1.05302936114801,-0.4388489208633088,0,2,3,15
1,-6,0.998658421133502,-0.9969788519637447,0,2,3,15
2,-3,1.1704184589941855,-1.6228070175438585,0,2,3,15
3,0,0.0,-0.0,0,2,3,15
4,3,0.14496097897786372,9.634146341463335,0,2,3,15
5,6,0.24508021721305137,-1.3454861111111098,0,2,3,15
6,9,0.2122533873733558,-1.5687086092715226,0,2,3,15
7,12,0.2822346704011203,-0.6960950764006792,0,2,3,15
8,15,0.29919716913318173,19.369747899159588,0,2,3,15
9,18,0.2982713241660344,208.33333333332544,0,2,3,15
10,21,0.31888343394795376,-0.31428571428571367,0,2,3,15
11,24,0.291782329148336,1.6474358974358967,0,2,3,15
12,27,0.27332422843032533,-4.664107485604607,0,2,3,15
13,30,0.2727191913034644,8.978494623655914,0,2,3,15
14,33,0.28860950502741545,0.9304603330068559,0,2,3,15
15,36,0.3142871108069798,-1.2545899632802935,0,2,3,15
16,39,0.3225409716460784,-0.3072033898305085,0,2,3,15
17,42,0.3369581548121707,-0.11235955056179786,0,2,3,15
18,45,0.3169247392939786,-0.6222943722943721,0,2,3,15
19,48,0.3094511145290512,1.2720588235294108,0,2,3,15
20,51,0.37126065909548445,3.0877976190476195,0,2,3,15
21,54,0.31516715395292516,-11.798245614035082,0,2,3,15
22,57,0.3624248365140544,-0.7130434782608698,0,2,3,15
23,60,0.27302047137623625,1.8656716417910433,0,2,3,15
24,63,0.2978581271847271,0.7555780933062878,0,2,3,15
25,66,0.28567603803894387,4.765624999999996,0,2,3,15
26,69,0.2990126987024137,4.663120567375886,0,2,3,15
27,72,0.3328520036391864,-0.03264925373134342,0,2,3,15
28,75,0.32618646845907295,0.41444866920152107,0,2,3,15
29,78,0.35281320935955085,-5.569620253164561,0,2,3,15
30,81,0.33650488430943937,-3.9805825242718456,0,2,3,15
31,84,0.3533088957256006,2.6645435244161355,0,2,3,15
32,87,0.32452722790364946,-3.7452471482889704,0,2,3,15
33,90,0.3250052677523254,-5.976190476190472,0,2,3,15
34,93,0.4231481541370486,-1.7012858555885246,0,2,3,15
35,96,0.32277210992121325,-1.0789210789210781,0,2,3,15
36,99,0.3279464557962139,-2.001366120218579,0,2,3,15
37,102,0.34477278265752637,34.300000000000004,0,2,3,15
38,105,0.33932932298893925,0.8388157894736858,0,2,3,15
39,108,0.31774500068802136,-0.05293159609120509,0,2,3,15
0,-9,1.1053967910430564,0.254762581745806,0,3,1,2
1,-6,1.1244148430460335,0.6864487464297049,0,3,1,2
2,-3,1.180368495562277,0.9558308645300296,0,3,1,2
3,0,0.0,-0.0,0,3,1,2
4,3,0.1600533861846442,0.19843281862180223,0,3,1,2
5,6,0.1799648784757303,-0.03476821192052975,0,3,1,2
6,9,0.24457601761707023,0.213740458015267,0,3,1,2
7,12,0.25508925248178493,1.01085776330076,0,3,1,2
8,15,0.23563586654705454,0.22156652360515014,0,3,1,2
9,18,0.24706091216605358,1.6986588432523049,0,3,1,2
10,21,0.2298782229155744,0.05864283719631388,0,3,1,2
11,24,0.22926855375196015,1.0471180237877402,0,3,1,2
12,27,0.24501121314839666,1.7130692336171784,0,3,1,2
13,30,0.2285632351974393,-1.0868302130406713,0,3,1,2
14,33,0.2510825774051758,0.507687844502466,0,3,1,2
15,36,0.3048860986020859,0.2875982754248035,0,3,1,2
16,39,0.25800808881923226,0.09357744841615798,0,3,1,2
17,42,0.26823942648943777,-0.10301692420897719,0,3,1,2
18,45,0.26970563382170815,0.602388479100808,0,3,1,2
19,48,0.2831119325657712,-0.16057774001699224,0,3,1,2
20,51,0.21696832949101547,-0.07396970764353647,0,3,1,2
21,54,0.2897247375184397,1.4979020979020978,0,3,1,2
22,57,0.2935373159033908,0.25056433408577866,0,3,1,2
23,60,0.2516495469035537,0.6944881889763779,0,3,1,2
24,63,0.2591097516759533,0.7168141592920355,0,3,1,2
25,66,0.25819375824994006,1.2285329744279947,0,3,1,2
26,69,0.26696376253234194,0.5454808806488993,0,3,1,2
27,72,0.25417226098631623,0.8277027027027029,0,3,1,2
28,75,0.2697033497350492,1.6695620702135365,0,3,1,2
29,78,0.3029037936318315,0.814955040227165,0,3,1,2
30,81,0.267716602238802,1.2863564251718669,0,3,1,2
31,84,0.2800673177339082,1.6408977556109727,0,3,1,2
32,87,0.2948218910410496,1.6775745909528395,0,3,1,2
33,90,0.2848381194902149,0.5211464522894093,0,3,1,2
34,93,0.2805951105736983,0.46615158204562174,0,3,1,2
35,96,0.25962536626685173,1.194289693593315,0,3,1,2
36,99,0.30819572501826764,-0.5859680819030414,0,3,1,2
37,102,0.25746876350529996,0.9329285920786354,0,3,1,2
38,105,0.3328930190880088,1.1743589743589742,0,3,1,2
39,108,0.2997001641485456,-0.3652491521001826,0,3,1,2
0,-9,1.1744255875997933,-0.6381672177609825,0,3,1,3
1,-6,1.1102251485762662,-0.11593375214163355,0,3,1,3
2,-3,1.1559446124799715,1.740164288802421,0,3,1,3
3,0,0.0,-0.0,0,3,1,3
4,3,0.17621774143040322,0.4048996257230351,0,3,1,3
5,6,0.2941049305164128,0.1258992805755396,0,3,1,3
6,9,0.3240946938098766,0.42545871559632986,0,3,1,3
7,12,0.3754884264613555,-0.08887915936952732,0,3,1,3
8,15,0.35248960466048923,0.27663230240549835,0,3,1,3
9,18,0.3633065258632134,-1.831643002028397,0,3,1,3
10,21,0.355869692196237,0.006419073819349013,0,3,1,3
11,24,0.35413159858397253,1.2557251908396942,0,3,1,3
12,27,0.3217554655281877,-1.3881629515757106,0,3,1,3
13,30,0.34945409112695497,-2.62603062426384,0,3,1,3
14,33,0.35063685200772393,-0.01025891548607709,0,3,1,3
15,36,0.3628481638050803,-0.11836413684624451,0,3,1,3
16,39,0.3874343876070098,1.02890739833415,0,3,1,3
17,42,0.35306979137319056,0.8184534927157265,0,3,1,3
18,45,0.39163046964152765,0.7062888735314443,0,3,1,3
19,48,0.3991045410632366,0.3350539652745191,0,3,1,3
20,51,0.37927431059506533,0.5107713690062545,0,3,1,3
21,54,0.39415021884727447,0.40273972602739744,0,3,1,3
22,57,0.35402001704345876,1.4732510288065843,0,3,1,3
23,60,0.36770203164093435,0.16846473029045633,0,3,1,3
24,63,0.38601263352528564,-0.16546762589928046,0,3,1,3
25,66,0.41908733273636745,-1.1006479481641471,0,3,1,3
26,69,0.37157890939915056,0.6242690058479532,0,3,1,3
27,72,0.35766765892034486,0.14952531645569642,0,3,1,3
28,75,0.3529526134436536,-0.3184152604548793,0,3,1,3
29,78,0.40749808362350715,2.042075736325386,0,3,1,3
30,81,0.3974648807438814,-0.6171284634760706,0,3,1,3
31,84,0.4560987175248403,0.4626865671641791,0,3,1,3
32,87,0.4612597174950283,-0.4280722189866046,0,3,1,3
33,90,0.406288925712503,-0.8432580424366871,0,3,1,3
34,93,0.37451969508236593,0.18588770864946896,0,3,1,3
35,96,0.3792392196322285,-0.722826086956522,0,3,1,3
36,99,0.4287361327560289,-0.7470067673086932,0,3,1,3
37,102,0.44032303117824634,1.1219038368139875,0,3,1,3
38,105,0.4037555009161669,1.442105263157895,0,3,1,3
39,108,0.4029355885881958,-0.3740238388820386,0,3,1,3
0,-9,1.1456750071877606,16.679012345679,0,3,1,9
1,-6,1.151830139156299,-5.2930648769575,0,3,1,9
2,-3,1.0839033991169744,-20.7565217391304,0,3,1,9
3,0,0.0,0.0,0,3,1,9
4,3,0.10422459898956084,-4.165991902834009,0,3,1,9
5,6,0.1495113606097236,-210.8076923076951,0,3,1,9
6,9,0.1886112063030116,-0.4933920704845829,0,3,1,9
7,12,0.18686816266373277,-18.395348837209315,0,3,1,9
8,15,0.14113861470171354,-38.01538461538453,0,3,1,9
9,18,0.16850713369324688,0.14438943894389403,0,3,1,9
10,21,0.17100876959699365,9.470588235294208,0,3,1,9
11,24,0.18582753582099312,0.6494334277620397,0,3,1,9
12,27,0.16128870141870458,4.081382385730214,0,3,1,9
13,30,0.20366540625458784,4.8439999999999985,0,3,1,9
14,33,0.20549300155520994,12.47019867549668,0,3,1,9
15,36,0.20124578948547694,-5.55942028985507,0,3,1,9
16,39,0.22004584846439776,2.050955414012742,0,3,1,9
17,42,0.22443705357191682,-5.334029227557411,0,3,1,9
18,45,0.23414356745372844,0.43808255659121104,0,3,1,9
19,48,0.17602977616979018,27.582089552238852,0,3,1,9
20,51,0.25141198161295436,1.4018445322793138,0,3,1,9
21,54,0.20816974545581168,2.8265582655826575,0,3,1,9
22,57,0.20382230159568396,3.6338028169014085,0,3,1,9
23,60,0.2328725731357512,-11.127358490566024,0,3,1,9
24,63,0.23332924104940778,2.868571428571427,0,3,1,9
25,66,0.20735470816616153,-2.452991452991455,0,3,1,9
26,69,0.25855599940148805,17.02054794520545,0,3,1,9
27,72,0.24358893974543852,-0.1274089935760173,0,3,1,9
28,75,0.25683273870969686,1.0311377245508977,0,3,1,9
29,78,0.2699701097266453,0.8013468013468009,0,3,1,9
30,81,0.2723763948451492,-2.81521739130435,0,3,1,9
31,84,0.21980151249404054,3.5309734513274322,0,3,1,9
32,87,0.23818482187319676,2.896049896049895,0,3,1,9
33,90,0.2465518299683316,3.30529172320217,0,3,1,9
34,93,0.22538603691834916,-0.6204545454545456,0,3,1,9
35,96,0.2295727336662295,3.1239669421487597,0,3,1,9
36,99,0.2314062852639417,-0.15162454873646278,0,3,1,9
37,102,0.2508053577024292,17.877697841726597,0,3,1,9
38,105,0.24501173246822786,4.217741935483872,0,3,1,9
39,108,0.23460296791561105,-2.9787234042553132,0,3,1,9
0,-9,1.0899613228313394,1.2636815920398017,0,3,2,3
1,-6,1.0605881545031477,-0.6459627329192545,0,3,2,3
2,-3,1.029102968434016,1.7052631578947386,0,3,2,3
3,0,0.0,-0.0,0,3,2,3
4,3,0.17283603943317316,0.43137254901960786,0,3,2,3
5,6,0.2707332274472748,-16.652173913043498,0,3,2,3
6,9,0.2994146289794482,2.1694915254237266,0,3,2,3
7,12,0.32713031628110056,7.829787234042555,0,3,2,3
8,15,0.34263727623640705,2.699731903485255,0,3,2,3
9,18,0.3757623270779231,5.1044776119402995,0,3,2,3
10,21,0.40766390421442,-2.326153846153846,0,3,2,3
11,24,0.38959181875478627,-69.12500000000024,0,3,2,3
12,27,0.41267256748867953,5.661538461538464,0,3,2,3
13,30,0.3919622626508898,1.4000000000000057,0,3,2,3
14,33,0.44104205950136177,-1.204819277108434,0,3,2,3
15,36,0.4472801394266449,-3.3333333333333335,0,3,2,3
16,39,0.40120914270376323,-47.11111111111119,0,3,2,3
17,42,0.4196853085949847,3.2669039145907486,0,3,2,3
18,45,0.38191592719735723,0.8951048951048951,0,3,2,3
19,48,0.4383630665461887,7.999999999999991,0,3,2,3
20,51,0.42646671845029555,1.370679380214541,0,3,2,3
21,54,0.4054194277157887,0.617647058823529,0,3,2,3
22,57,0.45543169369363273,-0.35779816513761453,0,3,2,3
23,60,0.42409975062344135,-18.76744186046513,0,3,2,3
24,63,0.4678035623030766,-7.149425287356333,0,3,2,3
25,66,0.4379396179754186,2.49673202614379,0,3,2,3
26,69,0.4319612875035461,3.9455252918287913,0,3,2,3
27,72,0.4442129629629629,0.27102803738317743,0,3,2,3
28,75,0.475878243584335,1.1804511278195493,0,3,2,3
29,78,0.46595504072106664,-3.708333333333324,0,3,2,3
30,81,0.47430847673677506,1.5306666666666668,0,3,2,3
31,84,0.49531462789055186,8.617647058823515,0,3,2,3
32,87,0.4681015980954427,1.159124087591241,0,3,2,3
33,90,0.487085727960921,-2.291666666666668,0,3,2,3
34,93,0.45849298013884526,2.9587301587301567,0,3,2,3
35,96,0.4428103981694572,45.375000000000156,0,3,2,3
36,99,0.4806805342344848,53.20000000000001,0,3,2,3
37,102,0.4483213605043248,1.82962962962963,0,3,2,3
38,105,0.4384375969496512,-38.769230769231285,0,3,2,3
39,108,0.4662368510349507,1.8388278388278387,0,3,2,3
0,-9,1.1991448116684513,4.34482758620689,0,3,2,4
1,-6,1.0448246647644832,0.6966292134831457,0,3,2,4
2,-3,1.0307729924202733,1.2849740932642486,0,3,2,4
3,0,0.0,-0.0,0,3,2,4
4,3,0.1809366765830854,2.2500000000000053,0,3,2,4
5,6,0.2821961693136119,-3.11377245508982,0,3,2,4
6,9,0.28582912155554646,51.99999999999874,0,3,2,4
7,12,0.36558901087073514,-9.01886792452828,0,3,2,4
8,15,0.3411091092601852,-0.6157205240174676,0,3,2,4
9,18,0.33170054562783735,-11.51724137931032,0,3,2,4
10,21,0.34636548513420395,0.9168026101141924,0,3,2,4
11,24,0.3640537745604964,-1.2302631578947367,0,3,2,4
12,27,0.3925025088893234,0.008968609865471612,0,3,2,4
13,30,0.37814203232478394,-0.15671641791044727,0,3,2,4
14,33,0.3766649581638698,-0.44878048780487717,0,3,2,4
15,36,0.42093470457037274,-2.7106227106227094,0,3,2,4
16,39,0.38818581843570876,-0.17647058823529427,0,3,2,4
17,42,0.38078844867608297,86.85714285714076,0,3,2,4
18,45,0.38257737864013747,-258.99999999997783,0,3,2,4
19,48,0.40308996921647217,0.1526717557251909,0,3,2,4
20,51,0.3744124535681263,-0.15245009074410176,0,3,2,4
21,54,0.4332799145299145,0.3333333333333345,0,3,2,4
22,57,0.42023201856148484,3.7923497267759565,0,3,2,4
23,60,0.3976519598560878,0.320855614973262,0,3,2,4
24,63,0.4261246466920738,1.1306666666666667,0,3,2,4
25,66,0.379614305127353,-0.20987654320987686,0,3,2,4
26,69,0.40307368965414364,17.09677419354842,0,3,2,4
27,72,0.4558954929245773,0.3268156424581006,0,3,2,4
28,75,0.4045913241011751,-29.090909090908866,0,3,2,4
29,78,0.4197154159371172,-2.875,0,3,2,4
30,81,0.4244946338240723,10.13793103448277,0,3,2,4
31,84,0.3745526920974745,-1.8999999999999992,0,3,2,4
32,87,0.37344184029214766,1.7229219143576833,0,3,2,4
33,90,0.4017712240576937,-1.113095238095238,0,3,2,4
34,93,0.39167710713145154,4.148148148148118,0,3,2,4
35,96,0.3989363666580493,-1.5588235294117638,0,3,2,4
36,99,0.4118335668783132,-1.6556776556776547,0,3,2,4
37,102,0.3896367880841794,-0.7142857142857146,0,3,2,4
38,105,0.41085647402079695,-0.398671096345515,0,3,2,4
39,108,0.38782365625202897,22.133333333333336,0,3,2,4
0,-9,1.0595960735642562,0.6328042328042326,0,3,2,6
1,-6,1.027661679044135,2.6334661354581677,0,3,2,6
2,-3,0.9601760798261337,1.3111322549952424,0,3,2,6
3,0,0.0,-0.0,0,3,2,6
4,3,0.1710337489696663,1.276422764227642,0,3,2,6
5,6,0.23501685274910472,-0.40771812080536934,0,3,2,6
6,9,0.2649226177891761,0.8766157461809638,0,3,2,6
7,12,0.283230419239519,0.9308452250274423,0,3,2,6
8,15,0.3005112247166037,2.0199999999999996,0,3,2,6
9,18,0.3001068989981028,-0.05502645502645521,0,3,2,6
10,21,0.29899020082303995,0.2692046227056424,0,3,2,6
11,24,0.32722105375256244,0.6970740103270224,0,3,2,6
12,27,0.33323300618408275,0.9935245143385754,0,3,2,6
13,30,0.3571879576891782,0.6039076376554174,0,3,2,6
14,33,0.3370800975402611,0.9877704609595483,0,3,2,6
15,36,0.3683406725710422,0.6419098143236074,0,3,2,6
16,39,0.3331144780615915,0.895189003436426,0,3,2,6
17,42,0.3418285815746753,1.7132947976878612,0,3,2,6
18,45,0.35874125428929754,0.6976744186046512,0,3,2,6
19,48,0.34125321287989524,0.16986855409504537,0,3,2,6
20,51,0.3267194323994899,1.7459283387622155,0,3,2,6
21,54,0.3283619654865315,0.2420382165605094,0,3,2,6
22,57,0.4033546511434953,1.4878048780487807,0,3,2,6
23,60,0.3518443506552899,0.413961038961039,0,3,2,6
24,63,0.38587767610525936,0.9083536090835361,0,3,2,6
25,66,0.35028173091913317,1.3071161048689142,0,3,2,6
26,69,0.35683955839702614,0.263217097862767,0,3,2,6
27,72,0.4078640341786624,0.4066073697585769,0,3,2,6
28,75,0.4187456152658902,0.2977272727272726,0,3,2,6
29,78,0.37356160816409956,1.2586520947176685,0,3,2,6
30,81,0.3497653317626122,0.7470817120622568,0,3,2,6
31,84,0.4103552996232928,-0.22634508348794072,0,3,2,6
32,87,0.3899278871544393,2.082429501084599,0,3,2,6
33,90,0.3886611148913536,0.5309882747068675,0,3,2,6
34,93,0.42760642926555087,1.5932611311672686,0,3,2,6
35,96,0.37636867974110666,1.1061946902654867,0,3,2,6
36,99,0.4010830970100184,0.8629531388152077,0,3,2,6
37,102,0.3763262654975107,1.1089108910891088,0,3,2,6
38,105,0.38294176828568904,1.373597929249353,0,3,2,6
39,108,0.4244722312975007,1.0996563573883165,0,3,2,6
0,-9,1.0936604103890402,0.7334801762114539,0,3,3,3
1,-6,1.0291947485352806,1.1307762005436426,0,3,3,3
2,-3,1.0141892775304326,1.3753351206434314,0,3,3,3
3,0,0.0,-0.0,0,3,3,3
4,3,0.17518717810008233,2.0249999999999995,0,3,3,3
5,6,0.2056646075832113,-0.1797101449275359,0,3,3,3
6,9,0.25757928670981683,0.9348591549295774,0,3,3,3
7,12,0.2825257457652238,0.7189849624060146,0,3,3,3
8,15,0.2379035582222529,-0.2336106489184691,0,3,3,3
9,18,0.2913584958582303,0.9782608695652174,0,3,3,3
10,21,0.2790071517438995,-0.08521830615465527,0,3,3,3
11,24,0.2666953609102648,1.8425720620842558,0,3,3,3
12,27,0.2878934308475905,0.8331269349845202,0,3,3,3
13,30,0.26809668676897214,0.8619718309859156,0,3,3,3
14,33,0.3240672182339117,0.651920272241128,0,3,3,3
15,36,0.30064229688647337,0.8641470888661903,0,3,3,3
16,39,0.3397394850759705,-0.6057298772169166,0,3,3,3
17,42,0.3194727936675658,0.4776455451913797,0,3,3,3
18,45,0.31711835290497925,1.3257946210268954,0,3,3,3
19,48,0.3124602334282408,-0.673838209982788,0,3,3,3
20,51,0.3008452281946401,1.5619834710743792,0,3,3,3
21,54,0.3615836987901094,0.23278949462793466,0,3,3,3
22,57,0.33737144801180013,0.08893280632411059,0,3,3,3
23,60,0.3438165259478269,-0.9364161849710976,0,3,3,3
24,63,0.37408603190565004,1.3114019979331721,0,3,3,3
25,66,0.33122210068879887,1.012761020881671,0,3,3,3
26,69,0.3607778910241797,0.03125000000000045,0,3,3,3
27,72,0.36521840537063033,1.1882845188284519,0,3,3,3
28,75,0.37102009719882884,0.02670623145400631,0,3,3,3
29,78,0.3352973788991905,0.4088072122052707,0,3,3,3
30,81,0.35971385467430256,0.9525150905432599,0,3,3,3
31,84,0.36124980496177256,-0.1726342710997442,0,3,3,3
32,87,0.3541847572744469,0.49270976616231094,0,3,3,3
33,90,0.3328196901418796,0.9825327510917031,0,3,3,3
34,93,0.3375931313758865,0.7105263157894737,0,3,3,3
35,96,0.37300028856372686,0.18447348193697152,0,3,3,3
36,99,0.380548812868096,1.3895486935866987,0,3,3,3
37,102,0.3371145367234229,0.09221902017291071,0,3,3,3
38,105,0.34046918248801217,-0.8773946360153255,0,3,3,3
39,108,0.37805786622599374,-0.7917329093799679,0,3,3,3
0,-9,1.1189293748931965,0.6621338912133891,0,3,3,8
1,-6,1.1137715714683487,0.023444283646888716,0,3,3,8
2,-3,1.1154650654153577,-0.46323529411764686,0,3,3,8
3,0,0.0,-0.0,0,3,3,8
4,3,0.15160182533367866,2.3274082568807337,0,3,3,8
5,6,0.22495788937005076,0.38781163434903054,0,3,3,8
6,9,0.2920099600703826,-0.3572635135135134,0,3,3,8
7,12,0.2698371816881131,1.8776408450704218,0,3,3,8
8,15,0.325580893299391,-0.24579231502064133,0,3,3,8
9,18,0.3411234951528571,0.4738353541799617,0,3,3,8
10,21,0.3022433869325417,0.620537897310513,0,3,3,8
11,24,0.4137757230742521,1.4068136272545089,0,3,3,8
12,27,0.37054504011016154,0.14671013633669236,0,3,3,8
13,30,0.3503267119096883,0.19302949061662217,0,3,3,8
14,33,0.3161164934968255,0.9152184124001879,0,3,3,8
15,36,0.3835074933766023,0.8306374881065655,0,3,3,8
16,39,0.3184664673682069,-0.5877080665813059,0,3,3,8
17,42,0.3392018937565886,-0.8272363971718414,0,3,3,8
18,45,0.32093973632894507,1.466292134831461,0,3,3,8
19,48,0.35207935573706944,1.6045380875202597,0,3,3,8
20,51,0.35931657163733155,1.0155038759689918,0,3,3,8
21,54,0.42451898502675295,-0.08806925103500168,0,3,3,8
22,57,0.3373529893200359,0.7472324723247228,0,3,3,8
23,60,0.40708600362474545,0.09729729729729751,0,3,3,8
24,63,0.41650019028088064,1.03971119133574,0,3,3,8
25,66,0.4106738563108139,0.6311563169164882,0,3,3,8
26,69,0.3411828111384955,1.0367647058823535,0,3,3,8
27,72,0.38868503154558504,-0.44313725490196065,0,3,3,8
28,75,0.35455300151783564,1.3848591549295775,0,3,3,8
29,78,0.39798937689124575,0.19914134742404238,0,3,3,8
30,81,0.4321954138514004,0.7942183339672881,0,3,3,8
31,84,0.3960595673029249,0.67940097799511,0,3,3,8
32,87,0.3548272052824961,-0.7406721354855781,0,3,3,8
33,90,0.424621173331835,0.39794937520025625,0,3,3,8
34,93,0.44572638259157615,1.0086767895878526,0,3,3,8
35,96,0.3806134027772109,-1.0207561156412157,0,3,3,8
36,99,0.411125768911677,0.804357492218764,0,3,3,8
37,102,0.40394543161054075,1.2617079889807161,0,3,3,8
38,105,0.3843649227374323,1.415162454873647,0,3,3,8
39,108,0.3868003622173534,0.06646971935007387,0,3,3,8
0,-9,1.051727656313353,2.195826645264848,0,3,3,11
1,-6,1.0627764557857342,0.5386807817589577,0,3,3,11
2,-3,1.0461611496435526,-0.06341005166744948,0,3,3,11
3,0,0.0,-0.0,0,3,3,11
4,3,0.10215880806707033,1.3409395973154359,0,3,3,11
5,6,0.08862543231121557,-1.6279999999999994,0,3,3,11
6,9,0.176932918217886,-0.4371327849588715,0,3,3,11
7,12,0.1788675013613058,0.784760408483896,0,3,3,11
8,15,0.21718529879027085,0.8874418604651163,0,3,3,11
9,18,0.22879879088430033,-1.0580796252927396,0,3,3,11
10,21,0.1890311219057048,0.5506692160611854,0,3,3,11
