Eep,0.1
EMep,0.1
Mep,0.1
P1E1ep,0.1
P1Mep,3
P1E2ep,0.1
P1ep,2
P12ep,2
P13ep,0.1
P2E1ep,0.1
P2Mep,0.1
P2E2ep,0.1
P2ep,2
P23ep,0.1
P3E1ep,0.1
P3Mep,0.1
P3E2ep,0.1
P3ep,1
